glycan_mass,project_name,file_name,spectrum_id,ipc_index
2901,PXD026629,20180904YLJ-VSV4h-02.ipc,58189,9726
2901,PXD026629,20180831YLJ-H6h-01.ipc,41331,4854
2901,PXD026629,20180831YLJ-H6h-01.ipc,70759,11438
2901,PXD026629,20180831YLJ-H6h-01.ipc,70966,11487
2901,PXD026629,20180831YLJ-H6h-02.ipc,70562,11450
2684,PXD026629,20180904YLJ-VSV4h-02.ipc,58599,9855
2684,PXD026629,20180904YLJ-VSV4h-02.ipc,72889,12532
2684,PXD026629,20180904YLJ-VSV4h-02.ipc,75978,13221
2684,PXD026629,20180904YLJ-VSV4h-02.ipc,76076,13242
2684,PXD026629,20180904YLJ-VSV4h-02.ipc,76098,13247
2654,PXD026629,20180904YLJ-VSV4h-02.ipc,58875,9931
2654,PXD026629,20180904YLJ-VSV4h-02.ipc,60104,10183
2654,PXD026629,20180904YLJ-VSV0h-03.ipc,63814,10674
2654,PXD026629,YangLuJie-LPS4h-2.ipc,69251,9589
2654,PXD026629,20180831YLJ-H4h-02.ipc,46389,6537
2668,PXD026629,20180904YLJ-VSV4h-02.ipc,58992,9960
2668,PXD026629,20180904YLJ-VSV4h-02.ipc,63309,10894
2668,PXD026629,20180904YLJ-VSV4h-02.ipc,71241,12183
2668,PXD026629,20180904YLJ-VSV4h-02.ipc,76082,13245
2668,PXD026629,20180904YLJ-VSV4h-02.ipc,76099,13248
3121,PXD026629,20180904YLJ-VSV4h-02.ipc,60070,10178
3121,PXD026629,20180904YLJ-VSV4h-02.ipc,64871,11178
3121,PXD026629,20180904YLJ-VSV4h-02.ipc,65072,11204
3121,PXD026629,20180904YLJ-VSV4h-02.ipc,65724,11287
3121,PXD026629,20180904YLJ-VSV4h-02.ipc,77479,13564
4291,PXD026629,20180904YLJ-VSV4h-02.ipc,60238,10206
4291,PXD026629,20180904YLJ-VSV4h-02.ipc,70709,12103
4291,PXD026629,YangLuJie-LPS4h-2.ipc,73085,10427
4291,PXD026629,20180904YLJ-VSV6h-01.ipc,47044,6524
4291,PXD026629,20180904YLJ-VSV6h-01.ipc,72963,12798
4422,PXD026629,20180904YLJ-VSV4h-02.ipc,61717,10575
4422,PXD026629,20180904YLJ-VSV6h-01.ipc,15152,368
4422,PXD026629,20180904YLJ-VSV4h-03.ipc,30108,2801
4422,PXD026629,YangLuJie-M0-1.ipc,37420,4553
4422,PXD026629,YangLuJie-M0-1.ipc,52193,8682
2736,PXD026629,20180904YLJ-VSV4h-02.ipc,62102,10667
2736,PXD026629,20180904YLJ-VSV4h-02.ipc,65250,11224
2736,PXD026629,20180904YLJ-VSV4h-02.ipc,80053,13872
2736,PXD026629,20180904YLJ-VSV0h-03.ipc,59947,9772
2736,PXD026629,20180904YLJ-VSV0h-03.ipc,60040,9791
3488,PXD026629,20180904YLJ-VSV4h-02.ipc,64536,11126
3488,PXD026629,20180904YLJ-VSV0h-03.ipc,49364,6510
3488,PXD026629,20180831YLJ-H6h-01.ipc,72970,11957
3488,PXD026629,YangLuJie-LPS4h-2.ipc,54917,7109
3488,PXD026629,YangLuJie-LPS4h-2.ipc,61432,8333
1664,PXD026629,20180904YLJ-VSV4h-02.ipc,65857,11312
1664,PXD026629,20180904YLJ-VSV4h-02.ipc,65924,11324
1664,PXD026629,20180904YLJ-VSV4h-02.ipc,65988,11335
1664,PXD026629,20180904YLJ-VSV4h-02.ipc,72243,12407
1664,PXD026629,20180904YLJ-VSV0h-03.ipc,42686,5169
1648,PXD026629,20180904YLJ-VSV4h-02.ipc,66378,11398
1648,PXD026629,20180904YLJ-VSV4h-02.ipc,66408,11404
1648,PXD026629,20180904YLJ-VSV4h-02.ipc,66421,11407
1648,PXD026629,20180904YLJ-VSV4h-02.ipc,66474,11419
1648,PXD026629,20180904YLJ-VSV4h-02.ipc,66540,11430
2168,PXD026629,20180904YLJ-VSV4h-02.ipc,67243,11577
2168,PXD026629,20180904YLJ-VSV4h-02.ipc,74045,12739
2168,PXD026629,20180904YLJ-VSV4h-02.ipc,77093,13489
2168,PXD026629,20180904YLJ-VSV0h-03.ipc,64532,10840
2168,PXD026629,20180831YLJ-H6h-01.ipc,67741,10830
2385,PXD026629,20180904YLJ-VSV4h-02.ipc,69708,11962
2385,PXD026629,20180904YLJ-VSV0h-03.ipc,29470,2217
2385,PXD026629,20180904YLJ-VSV0h-03.ipc,70304,12009
2385,PXD026629,20180904YLJ-VSV0h-03.ipc,77097,13703
2385,PXD026629,20180831YLJ-H6h-01.ipc,69835,11233
3261,PXD026629,20180904YLJ-VSV4h-02.ipc,70465,12061
3261,PXD026629,20180904YLJ-VSV0h-03.ipc,70795,12076
3261,PXD026629,20180904YLJ-VSV0h-03.ipc,73548,12726
3261,PXD026629,20180831YLJ-H6h-01.ipc,43678,5447
3261,PXD026629,20180831YLJ-H6h-01.ipc,70197,11299
1778,PXD026629,20180904YLJ-VSV4h-02.ipc,71339,12198
1778,PXD026629,20180904YLJ-VSV4h-02.ipc,75667,13160
1778,PXD026629,20180904YLJ-VSV0h-03.ipc,37196,3765
1778,PXD026629,20180904YLJ-VSV0h-03.ipc,67632,11458
1778,PXD026629,20180904YLJ-VSV0h-03.ipc,75073,13164
1616,PXD026629,20180904YLJ-VSV4h-02.ipc,72045,12354
1616,PXD026629,20180904YLJ-VSV4h-02.ipc,79500,13801
1616,PXD026629,20180904YLJ-VSV0h-03.ipc,52789,7335
1616,PXD026629,20180904YLJ-VSV0h-03.ipc,65207,10961
1616,PXD026629,20180831YLJ-H6h-01.ipc,57169,8375
1801,PXD026629,20180904YLJ-VSV4h-02.ipc,72449,12458
1801,PXD026629,20180904YLJ-VSV0h-03.ipc,68657,11696
1801,PXD026629,20180904YLJ-VSV0h-03.ipc,72618,12547
1801,PXD026629,20180831YLJ-H6h-01.ipc,30738,2658
1801,PXD026629,20180831YLJ-H6h-01.ipc,32404,2920
2643,PXD026629,20180904YLJ-VSV4h-02.ipc,72967,12549
2643,PXD026629,20180904YLJ-VSV0h-03.ipc,62809,10459
2643,PXD026629,20180831YLJ-H6h-02.ipc,45696,5555
2643,PXD026629,20180831YLJ-H4h-02.ipc,31582,3093
2643,PXD026629,20180904YLJ-VSV6h-01.ipc,56466,8558
4218,PXD026629,20180904YLJ-VSV4h-02.ipc,73386,12617
4218,PXD026629,20180904YLJ-VSV6h-01.ipc,33170,3513
4218,PXD026629,20180904YLJ-VSV0h-01.ipc,33007,3313
4218,PXD026629,20180904YLJ-VSV0h-01.ipc,33115,3336
4218,PXD026629,20180904YLJ-VSV0h-01.ipc,74233,13144
2928,PXD026629,20180904YLJ-VSV4h-02.ipc,74945,12989
2928,PXD026629,20180904YLJ-VSV0h-03.ipc,49583,6574
2928,PXD026629,20180904YLJ-VSV0h-03.ipc,76530,13513
2928,PXD026629,20180831YLJ-H6h-02.ipc,74603,12463
2928,PXD026629,20180831YLJ-H4h-02.ipc,61212,10564
3398,PXD026629,20180904YLJ-VSV4h-02.ipc,75899,13205
3398,PXD026629,20180904YLJ-VSV0h-03.ipc,76282,13447
3398,PXD026629,20180904YLJ-VSV6h-01.ipc,48443,6782
3398,PXD026629,YangLuJie-LPS8h-2.ipc,62161,9436
3398,PXD026629,20180831YLJ-H0h-01.ipc,58473,9326
3033,PXD026629,20180904YLJ-VSV4h-02.ipc,75955,13216
3033,PXD026629,20180904YLJ-VSV0h-03.ipc,76105,13399
3033,PXD026629,20180904YLJ-VSV0h-03.ipc,78582,14006
3033,PXD026629,20180831YLJ-H6h-02.ipc,74332,12388
3033,PXD026629,YangLuJie-LPS4h-2.ipc,67017,9245
2508,PXD026629,20180904YLJ-VSV4h-02.ipc,76046,13232
2508,PXD026629,20180904YLJ-VSV4h-02.ipc,78492,13740
2508,PXD026629,20180904YLJ-VSV4h-02.ipc,79991,13862
2508,PXD026629,20180904YLJ-VSV0h-03.ipc,58618,9459
2508,PXD026629,20180904YLJ-VSV0h-03.ipc,61790,10222
2053,PXD026629,20180904YLJ-VSV4h-02.ipc,76495,13326
2053,PXD026629,20180904YLJ-VSV4h-02.ipc,76542,13342
2053,PXD026629,20180904YLJ-VSV4h-02.ipc,76582,13350
2053,PXD026629,20180904YLJ-VSV0h-03.ipc,73352,12688
2053,PXD026629,20180904YLJ-VSV0h-03.ipc,76554,13520
1908,PXD026629,20180904YLJ-VSV4h-02.ipc,77338,13539
1908,PXD026629,20180904YLJ-VSV0h-03.ipc,41278,4764
1908,PXD026629,20180904YLJ-VSV0h-03.ipc,50848,6889
1908,PXD026629,20180904YLJ-VSV0h-03.ipc,76585,13530
1908,PXD026629,20180831YLJ-H6h-02.ipc,49557,6391
2887,PXD026629,20180904YLJ-VSV4h-02.ipc,78392,13713
2887,PXD026629,20180904YLJ-VSV4h-02.ipc,79845,13845
2887,PXD026629,20180904YLJ-VSV0h-03.ipc,6106,10
2887,PXD026629,20180904YLJ-VSV0h-03.ipc,37964,3958
2887,PXD026629,20180904YLJ-VSV0h-03.ipc,63940,10706
3197,PXD026629,20180904YLJ-VSV4h-02.ipc,78471,13736
3197,PXD026629,20180904YLJ-VSV0h-03.ipc,49448,6537
3197,PXD026629,20180831YLJ-H6h-01.ipc,52435,7310
3197,PXD026629,20180831YLJ-H6h-01.ipc,52572,7338
3197,PXD026629,20180831YLJ-H6h-01.ipc,78207,13176
2127,PXD026629,20180904YLJ-VSV4h-02.ipc,79662,13826
2127,PXD026629,20180904YLJ-VSV4h-02.ipc,79783,13837
2127,PXD026629,20180831YLJ-H4h-02.ipc,73568,13377
2127,PXD026629,20180831YLJ-H4h-02.ipc,79206,14685
2127,PXD026629,YangLuJie-LPS8h-2.ipc,56238,8305
2985,PXD026629,20180904YLJ-VSV0h-03.ipc,32187,2675
2985,PXD026629,20180831YLJ-H4h-02.ipc,51411,7767
2985,PXD026629,20180904YLJ-VSV6h-01.ipc,51902,7478
2985,PXD026629,YangLuJie-LPS8h-2.ipc,72258,11236
2985,PXD026629,20180831YLJ-H0h-01.ipc,50834,7436
2125,PXD026629,20180904YLJ-VSV0h-03.ipc,46026,5820
2125,PXD026629,20180904YLJ-VSV0h-03.ipc,77186,13729
2125,PXD026629,20180831YLJ-H6h-01.ipc,57046,8326
2125,PXD026629,20180831YLJ-H6h-01.ipc,68847,11047
2125,PXD026629,20180831YLJ-H6h-02.ipc,70635,11464
3834,PXD026629,20180904YLJ-VSV0h-03.ipc,50380,6759
3834,PXD026629,20180904YLJ-VSV0h-03.ipc,50672,6832
3834,PXD026629,20180904YLJ-VSV0h-03.ipc,50844,6888
3834,PXD026629,YangLuJie-M0-3.ipc,35004,3962
3834,PXD026629,YangLuJie-M0-3.ipc,51201,8282
2563,PXD026629,20180904YLJ-VSV0h-03.ipc,50676,6833
2563,PXD026629,20180831YLJ-H6h-02.ipc,70861,11521
2563,PXD026629,20180831YLJ-H6h-02.ipc,76327,12899
2563,PXD026629,YangLuJie-LPS4h-2.ipc,51766,6253
2563,PXD026629,20180831YLJ-H4h-02.ipc,76833,14284
3980,PXD026629,20180904YLJ-VSV0h-03.ipc,51616,7074
3980,PXD026629,20180831YLJ-H6h-02.ipc,44399,5288
3980,PXD026629,20180831YLJ-H4h-03.ipc,76213,14191
3980,PXD026629,20180904YLJ-VSV0h-02.ipc,50685,7722
3980,PXD031032,MouseLung-Z-T-2.ipc,59555,9717
2378,PXD026629,20180904YLJ-VSV0h-03.ipc,53881,7687
2378,PXD026629,20180904YLJ-VSV6h-01.ipc,56555,8588
2378,PXD026629,20180904YLJ-VSV6h-01.ipc,58063,9159
2378,PXD026629,20180904YLJ-VSV6h-01.ipc,59180,9571
2378,PXD026629,20180904YLJ-VSV4h-03.ipc,55349,8550
3852,PXD026629,20180904YLJ-VSV0h-03.ipc,58870,9520
3852,PXD026629,20180831YLJ-H6h-02.ipc,59969,9094
3852,PXD026629,YangLuJie-LPS4h-2.ipc,37850,3715
3852,PXD026629,20180904YLJ-VSV6h-01.ipc,35711,4002
3852,PXD026629,YangLuJie-LPS8h-2.ipc,74285,11750
3777,PXD026629,20180904YLJ-VSV0h-03.ipc,64310,10795
3777,PXD026629,20180831YLJ-H6h-02.ipc,32179,2504
3777,PXD026629,YangLuJie-LPS8h-2.ipc,44358,5734
3777,PXD026629,20180831YLJ-H0h-01.ipc,72114,12394
3777,PXD026629,20180831YLJ-H0h-02.ipc,72599,12297
4216,PXD026629,20180904YLJ-VSV0h-03.ipc,73545,12725
4216,PXD026629,20180831YLJ-H6h-01.ipc,73285,12014
4216,PXD026629,20180831YLJ-H6h-02.ipc,73058,12042
4216,PXD026629,20180831YLJ-H6h-02.ipc,73080,12046
4216,PXD026629,YangLuJie-LPS4h-2.ipc,74912,10812
2402,PXD026629,20180904YLJ-VSV0h-03.ipc,74186,12877
2402,PXD026629,20180831YLJ-H6h-01.ipc,34809,3346
2402,PXD026629,20180831YLJ-H6h-01.ipc,34885,3356
2402,PXD026629,20180831YLJ-H6h-01.ipc,70940,11481
2402,PXD026629,20180831YLJ-H4h-02.ipc,34902,3781
2660,PXD026629,20180904YLJ-VSV0h-03.ipc,76054,13385
2660,PXD026629,20180831YLJ-H6h-01.ipc,42068,5103
2660,PXD026629,20180831YLJ-H6h-01.ipc,70663,11417
2660,PXD026629,20180831YLJ-H6h-02.ipc,42534,4818
2660,PXD026629,20180831YLJ-H4h-02.ipc,41672,5498
3705,PXD026629,20180831YLJ-H6h-01.ipc,14335,412
3705,PXD026629,20180831YLJ-H4h-02.ipc,32477,3309
3705,PXD026629,YangLuJie-LPS8h-2.ipc,15136,731
3705,PXD026629,YangLuJie-LPS8h-2.ipc,43768,5587
3705,PXD026629,YangLuJie-LPS8h-2.ipc,59735,9079
2273,PXD026629,20180831YLJ-H6h-01.ipc,33703,3172
2273,PXD026629,YangLuJie-M0-3.ipc,64943,11665
2273,PXD026629,20180904YLJ-VSV4h-03.ipc,54394,8236
2273,PXD026629,20180904YLJ-VSV0h-01.ipc,51644,7505
2273,PXD031032,MouseKidney-Z-T-2.ipc,3316,332
2394,PXD026629,20180831YLJ-H6h-01.ipc,47087,6172
2394,PXD026629,YangLuJie-M0-1.ipc,64634,11515
2394,PXD026629,YangLuJie-LPS8h-3.ipc,65920,9119
2394,PXD031032,MouseKidney-Z-T-2.ipc,2823,190
2394,PXD031032,MouseKidney-Z-T-2.ipc,3982,534
3342,PXD026629,20180831YLJ-H6h-01.ipc,48823,6455
3342,PXD026629,20180831YLJ-H6h-02.ipc,56480,7976
3342,PXD026629,20180831YLJ-H6h-02.ipc,66213,10530
3342,PXD026629,20180904YLJ-VSV6h-01.ipc,56157,8454
3342,PXD026629,20180904YLJ-VSV4h-03.ipc,54638,8314
4000,PXD026629,20180831YLJ-H6h-01.ipc,60048,9207
4000,PXD026629,20180831YLJ-H6h-01.ipc,60912,9394
4000,PXD026629,20180904YLJ-VSV6h-01.ipc,51214,7329
4000,PXD026629,20180831YLJ-H0h-02.ipc,51554,7483
4000,PXD026629,20180904YLJ-VSV6h-02.ipc,55159,8322
2111,PXD026629,20180831YLJ-H6h-01.ipc,67227,10728
2111,PXD026629,20180831YLJ-H6h-02.ipc,77660,13181
2111,PXD026629,20180831YLJ-H4h-02.ipc,53330,8181
2111,PXD026629,20180831YLJ-H4h-02.ipc,56490,9295
2111,PXD026629,20180831YLJ-H4h-02.ipc,74717,13712
3923,PXD026629,20180831YLJ-H6h-01.ipc,71835,11715
3923,PXD026629,YangLuJie-LPS4h-2.ipc,73378,10496
3923,PXD026629,20180831YLJ-H0h-01.ipc,47840,6414
3923,PXD026629,20180904YLJ-VSV4h-03.ipc,77969,14492
3923,PXD026629,YangLuJie-M0-1.ipc,56408,9855
4387,PXD026629,20180831YLJ-H6h-01.ipc,72053,11775
4387,PXD026629,YangLuJie-LPS8h-2.ipc,52954,7511
4387,PXD026629,YangLuJie-M0-2.ipc,52457,8155
4387,PXD026629,YangLuJie-M0-2.ipc,78734,13813
4387,PXD026629,20180831YLJ-H6h-03.ipc,38398,4274
4232,PXD026629,20180831YLJ-H6h-01.ipc,73268,12012
4232,PXD026629,YangLuJie-LPS4h-2.ipc,78656,11870
4232,PXD026629,20180831YLJ-H4h-02.ipc,73309,13307
4232,PXD026629,20180904YLJ-VSV6h-01.ipc,74301,13126
4232,PXD026629,20180831YLJ-H0h-01.ipc,72944,12624
3708,PXD026629,20180831YLJ-H6h-01.ipc,77333,13022
3708,PXD026629,20180904YLJ-VSV6h-01.ipc,55746,8319
3708,PXD026629,20180904YLJ-VSV6h-01.ipc,67203,11648
3708,PXD026629,20180904YLJ-VSV4h-03.ipc,66610,11811
3708,PXD026629,20180831YLJ-H4h-01.ipc,54116,8661
2580,PXD026629,20180831YLJ-H6h-02.ipc,38933,3831
2580,PXD026629,20180831YLJ-H6h-02.ipc,50813,6680
2580,PXD026629,20180831YLJ-H6h-02.ipc,71778,11779
2580,PXD026629,YangLuJie-LPS4h-2.ipc,18102,814
2580,PXD026629,YangLuJie-LPS4h-2.ipc,75899,11128
3779,PXD026629,20180831YLJ-H6h-02.ipc,50705,6643
3779,PXD026629,20180831YLJ-H6h-02.ipc,58466,8650
3779,PXD026629,20180831YLJ-H6h-02.ipc,73543,12156
3779,PXD026629,20180831YLJ-H0h-01.ipc,74425,13066
3779,PXD026629,YangLuJie-M0-3.ipc,70244,12867
4598,PXD026629,20180831YLJ-H6h-02.ipc,72091,11852
4598,PXD026629,YangLuJie-LPS4h-2.ipc,74814,10789
4598,PXD026629,20180831YLJ-H0h-01.ipc,72817,12584
4598,PXD026629,YangLuJie-M0-3.ipc,65324,11770
4598,PXD026629,YangLuJie-LPS4h-3.ipc,74725,10941
4583,PXD026629,20180831YLJ-H6h-02.ipc,72936,12018
4583,PXD026629,YangLuJie-LPS4h-2.ipc,51864,6282
4583,PXD026629,20180831YLJ-H4h-02.ipc,12352,235
4583,PXD026629,20180904YLJ-VSV6h-01.ipc,56041,8415
4583,PXD026629,YangLuJie-M0-1.ipc,60144,10667
4524,PXD026629,20180831YLJ-H6h-02.ipc,73720,12215
4524,PXD026629,20180831YLJ-H0h-02.ipc,73559,12586
4524,PXD026629,20180904YLJ-VSV4h-01.ipc,62397,10900
4524,PXD026629,20180904YLJ-VSV4h-01.ipc,64750,11394
4524,PXD031032,MouseBrain-Z-T-3.ipc,19734,4614
2912,PXD026629,YangLuJie-LPS4h-2.ipc,40314,4226
2912,PXD026629,20180831YLJ-H4h-02.ipc,41147,5333
2912,PXD026629,YangLuJie-LPS8h-2.ipc,76261,12299
2912,PXD026629,YangLuJie-M0-3.ipc,77316,14414
2912,PXD026629,20180904YLJ-VSV4h-03.ipc,49352,7013
4362,PXD026629,YangLuJie-LPS4h-2.ipc,76907,11386
4362,PXD026629,20180831YLJ-H4h-02.ipc,75249,13878
4362,PXD026629,YangLuJie-LPS8h-2.ipc,75575,12100
4362,PXD026629,YangLuJie-LPS8h-2.ipc,76940,12472
4362,PXD026629,20180831YLJ-H0h-01.ipc,18893,1000
2816,PXD026629,20180831YLJ-H4h-02.ipc,19198,1181
2816,PXD026629,20180831YLJ-H4h-02.ipc,49750,7321
2816,PXD026629,20180904YLJ-VSV6h-01.ipc,67177,11641
2816,PXD026629,20180904YLJ-VSV6h-01.ipc,67252,11657
2816,PXD026629,20180904YLJ-VSV6h-01.ipc,77980,14110
6555,PXD026629,20180831YLJ-H4h-02.ipc,74677,13702
6555,PXD026629,YangLuJie-M0-1.ipc,74429,13557
6555,PXD031032,MouseBrain-Z-T-3.ipc,27913,6216
6555,PXD031032,MouseLiver-Z-T-3.ipc,51123,7734
6555,PXD031025,480_20210524_WZY_IGP_HILIC_DDACancer_5e5_2.ipc,49068,5843
2361,PXD026629,20180831YLJ-H4h-02.ipc,75700,13961
2361,PXD031032,MouseKidney-Z-T-2.ipc,23417,6298
2361,PXD031032,MouseBrain-Z-T-3.ipc,5033,700
2361,PXD031032,MouseBrain-Z-T-3.ipc,11888,2396
2361,PXD031032,MouseBrain-Z-T-3.ipc,11962,2415
3996,PXD026629,20180904YLJ-VSV6h-01.ipc,29449,2704
3996,PXD026629,20180904YLJ-VSV6h-01.ipc,29487,2714
3996,PXD026629,YangLuJie-LPS8h-2.ipc,60145,9153
3996,PXD026629,YangLuJie-M0-1.ipc,51231,8308
3996,PXD026629,20180904YLJ-VSV6h-03.ipc,29065,2617
4590,PXD026629,20180904YLJ-VSV6h-01.ipc,50328,7161
4590,PXD026629,20180904YLJ-VSV4h-03.ipc,49251,6985
4590,PXD026629,20180904YLJ-VSV4h-01.ipc,49213,7149
4590,PXD031032,MouseKidney-Z-T-2.ipc,17338,4516
4590,PXD031032,MouseLung-Z-T-2.ipc,49699,8426
3941,PXD026629,20180904YLJ-VSV6h-01.ipc,53545,7879
3941,PXD026629,YangLuJie-M0-3.ipc,76710,14292
3941,PXD026629,20180831YLJ-H4h-01.ipc,30802,2868
3941,PXD026629,20180904YLJ-VSV6h-02.ipc,54199,8112
3941,PXD026629,20180904YLJ-VSV6h-03.ipc,72377,12655
3634,PXD026629,20180904YLJ-VSV6h-01.ipc,57911,9092
3634,PXD026629,20180904YLJ-VSV6h-01.ipc,75379,13361
3634,PXD026629,YangLuJie-LPS8h-2.ipc,66672,10140
3634,PXD026629,YangLuJie-LPS8h-2.ipc,66771,10165
3634,PXD026629,20180831YLJ-H0h-01.ipc,73531,12804
3633,PXD026629,20180904YLJ-VSV6h-01.ipc,57987,9126
3633,PXD026629,20180831YLJ-H0h-01.ipc,49007,6788
3633,PXD026629,20180831YLJ-H0h-01.ipc,49088,6815
3633,PXD026629,20180831YLJ-H0h-02.ipc,48923,6617
3633,PXD031032,MouseKidney-Z-T-2.ipc,28460,7987
2257,PXD026629,20180904YLJ-VSV6h-01.ipc,68411,11916
2257,PXD026629,20180831YLJ-H0h-02.ipc,37236,3863
2257,PXD026629,YangLuJie-LPS8h-3.ipc,55029,7331
2257,PXD026629,YangLuJie-LPS8h-3.ipc,56291,7559
2257,PXD026629,20180831YLJ-H4h-03.ipc,38542,4611
3416,PXD026629,20180904YLJ-VSV6h-01.ipc,70043,12227
3416,PXD026629,YangLuJie-LPS8h-2.ipc,24744,2195
3416,PXD026629,YangLuJie-LPS8h-2.ipc,53420,7655
3416,PXD026629,20180904YLJ-VSV4h-03.ipc,54153,8150
3416,PXD026629,YangLuJie-M0-1.ipc,52763,8902
4527,PXD026629,YangLuJie-LPS8h-2.ipc,19888,1331
4527,PXD026629,20180904YLJ-VSV0h-01.ipc,65221,11433
4527,PXD026629,20180831YLJ-H4h-03.ipc,46331,6527
4527,PXD026629,20180904YLJ-VSV0h-02.ipc,64631,11873
4527,PXD026629,20180904YLJ-VSV4h-01.ipc,62498,10924
1972,PXD026629,YangLuJie-LPS8h-2.ipc,72608,11339
1972,PXD026629,20180904YLJ-VSV4h-03.ipc,56359,8961
1972,PXD026629,YangLuJie-LPS4h-3.ipc,50974,6540
1972,PXD026629,20180904YLJ-VSV0h-01.ipc,28403,2419
1972,PXD026629,20180904YLJ-VSV6h-02.ipc,23166,1649
4948,PXD026629,YangLuJie-LPS8h-2.ipc,75089,11958
4948,PXD026629,20180831YLJ-H0h-01.ipc,72530,12505
4948,PXD026629,20180831YLJ-H0h-01.ipc,72577,12518
4948,PXD026629,YangLuJie-M0-3.ipc,74884,13771
4948,PXD026629,20180831YLJ-H0h-02.ipc,75858,13142
3635,PXD026629,20180831YLJ-H0h-01.ipc,49086,6814
3635,PXD026649,Sperm_cotton_fraction8_IGP1_Xin_20210208.ipc,61571,8397
3635,PXD026649,Sperm_cotton_fraction8_IGP1_Xin_20210208.ipc,61754,8442
3635,PXD026649,Sperm_cotton_fraction8_IGP1_Xin_20210208.ipc,62092,8544
3635,PXD026649,Sperm_cotton_fraction8_IGP1_Xin_20210208.ipc,62094,8546
3254,PXD026629,20180904YLJ-VSV4h-03.ipc,30544,2883
3254,PXD026629,20180831YLJ-H0h-02.ipc,57869,9080
3254,PXD026629,YangLuJie-LPS8h-3.ipc,51073,6504
3254,PXD026629,YangLuJie-M0-2.ipc,64718,10905
3254,PXD026629,YangLuJie-LPS8h-1.ipc,71145,12733
4073,PXD026629,20180904YLJ-VSV4h-03.ipc,78292,14577
4073,PXD026629,20180904YLJ-VSV0h-01.ipc,77576,14055
4073,PXD026629,20180904YLJ-VSV0h-01.ipc,77632,14078
4073,PXD026629,20180831YLJ-H4h-01.ipc,19188,1142
4073,PXD026629,20180831YLJ-H4h-01.ipc,61068,10649
5677,PXD026629,YangLuJie-M0-1.ipc,64828,11576
5677,PXD026629,YangLuJie-M0-2.ipc,75813,13173
5677,PXD031032,MouseKidney-Z-T-2.ipc,15958,3983
5677,PXD031032,MouseKidney-Z-T-1.ipc,15908,3794
5677,PXD031025,480_20210524_WZY_IGP_HILIC_DDACancer_5e5_2.ipc,20777,1803
3703,PXD026629,YangLuJie-M0-1.ipc,70152,12727
3703,PXD026629,YangLuJie-LPS8h-1.ipc,70279,12460
3703,PXD031032,MouseKidney-Z-T-2.ipc,31822,9273
3703,PXD031032,MouseKidney-Z-T-2.ipc,49620,14802
3703,PXD031032,MouseLung-Z-T-2.ipc,52657,8834
3926,PXD026629,YangLuJie-M0-1.ipc,77121,14214
3926,PXD026629,20180904YLJ-VSV0h-01.ipc,71661,12571
3926,PXD026629,YangLuJie-LPS8h-3.ipc,75947,11339
3926,PXD026629,20180904YLJ-VSV0h-02.ipc,76007,14478
3926,PXD026629,YangLuJie-LPS8h-1.ipc,72667,13115
2831,PXD026629,20180904YLJ-VSV0h-01.ipc,58575,9912
2831,PXD031032,MouseKidney-Z-T-2.ipc,7863,1640
2831,PXD031032,MouseBrain-Z-T-3.ipc,4187,504
2831,PXD031032,MouseBrain-Z-T-3.ipc,4265,532
2831,PXD031032,MouseBrain-Z-T-3.ipc,4330,545
2905,PXD026629,YangLuJie-LPS8h-3.ipc,31412,2863
2905,PXD026629,20180831YLJ-H4h-03.ipc,30066,2793
2905,PXD026629,YangLuJie-M0-2.ipc,44379,6124
2905,PXD031032,MouseKidney-Z-T-2.ipc,4385,653
2905,PXD031032,MouseKidney-Z-T-2.ipc,4443,672
4508,PXD026629,20180831YLJ-H0h-03.ipc,56165,8808
4508,PXD031032,MouseLung-Z-T-2.ipc,44832,7432
4508,PXD031032,MouseLung-Z-T-5.ipc,44959,5800
4508,PXD031032,MouseLung-Z-T-5.ipc,45032,5816
4508,PXD031032,MouseLung-Z-T-5.ipc,45119,5837
3270,PXD031032,MouseKidney-Z-T-2.ipc,3359,350
3270,PXD031032,MouseKidney-Z-T-2.ipc,9129,2046
3270,PXD031032,MouseKidney-Z-T-2.ipc,17202,4446
3270,PXD031032,MouseKidney-Z-T-2.ipc,19491,5207
3270,PXD031032,MouseKidney-Z-T-2.ipc,21533,5713
3124,PXD031032,MouseKidney-Z-T-2.ipc,3505,400
3124,PXD031032,MouseKidney-Z-T-2.ipc,3743,477
3124,PXD031032,MouseKidney-Z-T-2.ipc,8962,1990
3124,PXD031032,MouseKidney-Z-T-2.ipc,9079,2030
3124,PXD031032,MouseKidney-Z-T-2.ipc,9259,2081
2759,PXD031032,MouseKidney-Z-T-2.ipc,6441,1275
2759,PXD031032,MouseKidney-Z-T-2.ipc,8569,1854
2759,PXD031032,MouseKidney-Z-T-2.ipc,8693,1892
2759,PXD031032,MouseKidney-Z-T-2.ipc,9063,2022
2759,PXD031032,MouseKidney-Z-T-2.ipc,9353,2107
3561,PXD031032,MouseKidney-Z-T-2.ipc,7009,1409
3561,PXD031032,MouseKidney-Z-T-2.ipc,15540,3851
3561,PXD031032,MouseKidney-Z-T-2.ipc,31981,9320
3561,PXD031032,MouseKidney-Z-T-2.ipc,32111,9356
3561,PXD031032,MouseBrain-Z-T-3.ipc,18583,4301
2158,PXD031032,MouseKidney-Z-T-2.ipc,13612,3321
